IssueDate,StartDate,EndDate,certificateNumber,fee,NPOName,LocName,LicenseClass,SubClass,Description,AddrStreet,AddrZip
05/05/2017,05/05/2017,05/06/2017,,,ST. NICHOLAS CHURCH,,LS,BWL,"Beer, Wine, & Liquor",520 PONCA STREET SOUTH,21224
05/05/2017,05/13/2017,05/14/2017,,,"BALTIMORE OUTREACH SERVICES, INC.",,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201
05/05/2017,05/13/2017,05/14/2017,,,"BALTIMORE OUTREACH SERVICES, INC.",,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201
05/05/2017,05/06/2017,05/07/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit 17-0689,21231
05/05/2017,05/06/2017,05/07/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit 17-0689,21231
05/08/2017,05/19/2017,05/20/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/08/2017,05/12/2017,05/13/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,100 N. Charles Street,21201
05/10/2017,05/27/2017,05/28/2017,,,Baltimore City Fire Department Hockey Club,,WS,BW,Beer & Wines,6101 HILLEN ROAD,21239
05/10/2017,05/20/2017,05/21/2017,,,"ST. JOHN LUTHERAN CHURCH, BROOKLYN, BALTIMORE, MARYLAND",,WS,BW,Beer & Wines,226 Washburn Avenue,21225
05/10/2017,05/27/2017,05/28/2017,,,Baltimore City Fire Department Hockey Club,,WS,BW,Beer & Wines,6101 HILLEN ROAD,21239
05/10/2017,05/20/2017,05/21/2017,,,"ST. JOHN LUTHERAN CHURCH, BROOKLYN, BALTIMORE, MARYLAND",,WS,BW,Beer & Wines,226 Washburn Avenue,21225
05/11/2017,05/12/2017,05/13/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",501 Light Street,21202
05/11/2017,05/12/2017,05/13/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",501 Light Street,21202
05/11/2017,06/03/2017,06/04/2017,,,"MOUNT ROYAL IMPROVEMENT ASSOCIATION, INCORPORATED",,WS,BW,Beer & Wines,see permit  ROW2017-SE1015038,21217
05/12/2017,05/18/2017,05/19/2017,,,"Lexington Market, Inc.",,LS,BWL,"Beer, Wine, & Liquor",400 W. Lexington Street,21201
05/15/2017,05/17/2017,05/23/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
05/15/2017,05/17/2017,05/24/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
05/17/2017,05/28/2017,05/29/2017,,,"GREATER BALTIMORE URBAN LEAGUE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1501 Clinton Street,21244
05/17/2017,05/19/2017,05/20/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211
05/18/2017,06/11/2017,06/12/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,WS,BW,Beer & Wines,See Permit TMP2017-0028,21230
05/18/2017,05/19/2017,05/21/2017,,,"JAMAICAN ASSOCATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 YORK ROAD,21218
05/18/2017,05/19/2017,05/21/2017,,,"JAMAICAN ASSOCATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21218
05/19/2017,05/21/2017,05/22/2017,,,Baltimore Humane Society,,LS,BWL,"Beer, Wine, & Liquor",Patterson Pak,21218
05/19/2017,05/19/2017,05/20/2017,,,DOWNTOWN PARTNERSHIP OF BALTIMORE,,LS,BWL,"Beer, Wine, & Liquor",711 Eastern Ave Pierce Park,21231
05/19/2017,05/19/2017,05/20/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",711 Eastern Ave Pierce Park,21231
05/19/2017,05/24/2017,06/02/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",650 S. Exeter Street,21202
05/19/2017,05/24/2017,05/31/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",650 S. Exeter Street,21202
05/19/2017,06/03/2017,06/05/2017,,,Charles Villiage Community Foundation,,WS,BW,Beer & Wines,Wyman  Park (Dell),21218
05/19/2017,06/03/2017,06/05/2017,,,Charles Villiage Community Foundation,,WS,BW,Beer & Wines,Wyman  Park (Dell),21218
05/22/2017,05/25/2017,05/26/2017,,,Friends of Paterson Park,,LS,BWL,"Beer, Wine, & Liquor",27 S. Patterson Park,21231
05/22/2017,05/25/2017,05/26/2017,,,Friends of Paterson Park,,LS,BWL,"Beer, Wine, & Liquor",27 S. Patterson Park,21231
05/22/2017,06/24/2017,06/25/2017,,,Pigtown Main Steet Inc,,WS,BW,Beer & Wines,847 Ramsay Street,21223
05/23/2017,06/01/2017,06/02/2017,,,"Canton Community Association, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014946,21224
05/24/2017,05/24/2017,05/25/2017,,,Saint Nicholas Greek Orthodox Church,,LS,BWL,"Beer, Wine, & Liquor",701-03 S. Ponca Street,21224
05/24/2017,06/03/2017,06/04/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,06/04/2017,06/05/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,06/08/2017,06/09/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,06/11/2017,06/12/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,06/18/2017,06/19/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,06/24/2017,06/25/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,06/28/2017,06/29/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
05/24/2017,05/31/2017,06/01/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
05/26/2017,06/02/2017,06/03/2017,,,"STRONG CITY BALTIMORE, INC.",,WS,BW,Beer & Wines,16  W. North Ave,21201
05/26/2017,06/27/2017,06/29/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
05/26/2017,06/01/2017,06/02/2017,,,Tut's Inc,,LS,BWL,"Beer, Wine, & Liquor",31 HOPKINS PLAZA,21201
05/30/2017,05/31/2017,06/08/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
05/30/2017,05/31/2017,06/07/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
05/30/2017,06/02/2017,06/03/2017,,,"THE VILLAGE LEARNING PLACE, INC.",,LS,BWL,"Beer, Wine, & Liquor",2521 St. Paul St.,21218
05/31/2017,06/03/2017,06/04/2017,,,"NATIONAL SKI PATROL SYSTEMS, INC.",,WS,BW,Beer & Wines,ROW2017-SE1014591,21217
05/31/2017,06/10/2017,06/11/2017,,,Volo City Kids Foundation,,LS,BWL,"Beer, Wine, & Liquor",300 E. Cromwell Street,21230
05/31/2017,06/10/2017,06/11/2017,,,Volo City Kids Foundation,,LS,BWL,"Beer, Wine, & Liquor",300 E. Cromwell Street,21230
05/31/2017,06/04/2017,06/05/2017,,," KAGRO OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",425 E. Federal Street,21202
05/31/2017,06/03/2017,06/04/2017,,,"BALTIMORE OUTREACH SERVICES, INC.",,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201
05/31/2017,06/17/2017,06/18/2017,,,GLCCB-Baltmore Gay Pride,,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017- SE1014396,21201
05/31/2017,06/04/2017,06/05/2017,,,"FEDERAL HILL MAIN STREET, INC.",,LS,BWL,"Beer, Wine, & Liquor",ROW2017-SE1015235,21230
05/31/2017,06/18/2017,06/19/2017,,,GLCCB-Baltmore Gay Pride,,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014397,21217
05/31/2017,06/09/2017,06/10/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,100 N. Charles Street,21201
06/01/2017,06/02/2017,06/03/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/01/2017,06/02/2017,06/03/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/01/2017,06/03/2017,06/04/2017,,,"CHILDREN'S SCHOLARSHIP FUND OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",2806  Eastern Ave,21224
06/01/2017,06/03/2017,06/04/2017,,,"CHILDREN'S SCHOLARSHIP FUND OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",2806  Eastern Ave,21224
06/01/2017,06/02/2017,06/04/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 YORK RD,21212
06/01/2017,06/02/2017,06/04/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
06/02/2017,06/03/2017,06/04/2017,,,THE ROYAL THEATER & COMMUNITY HERITAGE CORPORATION (TRTCH),,WS,BW,Beer & Wines,2229 PENNSYLVANIA AVE,21217
06/02/2017,06/03/2017,06/04/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015470,21231
06/02/2017,06/10/2017,06/12/2017,,,St Leo's Church ,,LS,BWL,"Beer, Wine, & Liquor",227 S. EXETER STREET,21202
06/05/2017,06/08/2017,06/12/2017,,,Saint Nicholas Greek Orthodox Church,,LS,BWL,"Beer, Wine, & Liquor",ROW2017-SE1014785,21224
06/06/2017,06/11/2017,06/12/2017,,,TEMPLE OHEB SHALOM,,LS,BWL,"Beer, Wine, & Liquor",7310 PARK HEIGHTS AVENUE,21208
06/06/2017,06/11/2017,06/12/2017,,,"BREAK THE CYCLE, INC. ",,LS,BWL,"Beer, Wine, & Liquor",7310 PARK HEIGHTS AVENUE,21208
06/06/2017,06/08/2017,06/12/2017,,,St.Casimirs Roman Catholic Church,,WS,BW,Beer & Wines,2800 O'Donnell St,21224
06/06/2017,06/11/2017,06/12/2017,,,TEMPLE OHEB SHALOM,,LS,BWL,"Beer, Wine, & Liquor",7310 PARK HEIGHTS AVENUE,21208
06/06/2017,06/11/2017,06/12/2017,,,"BREAK THE CYCLE, INC. ",,LS,BWL,"Beer, Wine, & Liquor",7310 PARK HEIGHTS AVENUE,21208
06/06/2017,06/08/2017,06/12/2017,,,St.Casimirs Roman Catholic Church,,WS,BW,Beer & Wines,2800 O'Donnell St,21224
06/06/2017,06/15/2017,06/16/2017,,,Johns Hopkins University/ Museum,,LS,BWL,"Beer, Wine, & Liquor",3400 N. CHARLES ST.,21218
06/06/2017,06/15/2017,06/16/2017,,,Johns Hopkins University/ Museum,,LS,BWL,"Beer, Wine, & Liquor",3400 N. CHARLES ST.,21218
06/07/2017,06/09/2017,06/10/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014271,21202
06/07/2017,06/08/2017,06/15/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/07/2017,06/10/2017,06/12/2017,,,"Project Twelve, Inc.",,LS,BWL,"Beer, Wine, & Liquor",800-1100 blk W. 36th Street,21211
06/07/2017,06/10/2017,06/11/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",801  McCulloh St,21217
06/07/2017,06/17/2017,06/18/2017,,,FRIENDS OF PATTERSON PARK INC.,,LS,BWL,"Beer, Wine, & Liquor",309 Boston Street,21224
06/08/2017,06/10/2017,06/11/2017,,,"Heliotrope Foundation,Inc",,WS,BW,Beer & Wines,218 W. Saratoga St,21201
06/09/2017,06/17/2017,07/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
06/09/2017,06/17/2017,07/04/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
06/09/2017,06/09/2017,06/10/2017,,,"CARIBBEAN AMERICAN CARNIVAL ASSOC. OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",TMP2017-00100,21215
06/09/2017,06/17/2017,07/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
06/09/2017,06/17/2017,07/04/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
06/09/2017,06/09/2017,06/10/2017,,,"CARIBBEAN AMERICAN CARNIVAL ASSOC. OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",TMP2017-00100,21215
06/09/2017,06/09/2017,06/11/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21218
06/09/2017,06/17/2017,06/18/2017,,,"CHERRY HILL EAGLES FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",3100  Boston St,21224
06/09/2017,06/18/2017,06/19/2017,,,"Al-Tawhid Community Mission Center, Inc.",,LS,BWL,"Beer, Wine, & Liquor",3602 ROGERS AVENUE,21215
06/12/2017,06/16/2017,06/17/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
06/12/2017,06/23/2017,06/24/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
06/12/2017,06/30/2017,07/01/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
06/12/2017,06/16/2017,06/17/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
06/12/2017,06/23/2017,06/24/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
06/12/2017,06/30/2017,07/01/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
06/14/2017,06/15/2017,06/21/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/14/2017,06/15/2017,06/22/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/14/2017,06/21/2017,06/28/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/14/2017,06/16/2017,06/17/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",801  McCulloh St,21217
06/14/2017,06/17/2017,06/18/2017,,,The Cystic Fibrosis Foundation,,LS,BWL,"Beer, Wine, & Liquor",200  International Dr.,21202
06/14/2017,06/17/2017,06/18/2017,,,The Cystic Fibrosis Foundation,,LS,BWL,"Beer, Wine, & Liquor",200  International Dr.,21202
06/15/2017,06/23/2017,06/24/2017,,,ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E Lexington Street,21044
06/15/2017,07/04/2017,07/08/2017,,,"BALTIMORE MUSEUM OF INDUSTRY, INC.",,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201
06/15/2017,07/04/2017,07/05/2017,,,"BALTIMORE MUSEUM OF INDUSTRY, INC.",,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201
06/15/2017,06/23/2017,06/24/2017,,,ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E Lexington Street,21044
06/15/2017,07/04/2017,07/08/2017,,,"BALTIMORE MUSEUM OF INDUSTRY, INC.",,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201
06/15/2017,07/04/2017,07/05/2017,,,"BALTIMORE MUSEUM OF INDUSTRY, INC.",,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201
06/15/2017,07/06/2017,07/07/2017,,,"THE AMERICAN VISIONARY ART MUSEUM, INC.",,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224
06/15/2017,06/17/2017,06/18/2017,,,"SHAKE AND BAKE COMMUNITY DEVELOPMENT CENTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",1601 PENNSYLVANIA AVENUE,21217
06/15/2017,06/16/2017,06/18/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21218
06/15/2017,07/09/2017,07/10/2017,,,Al Tawhid Community Mission Center,,LS,BWL,"Beer, Wine, & Liquor",3602 ROGERS AVENUE,21215
06/16/2017,07/04/2017,07/05/2017,,,"BALTIMORE MUSEUM OF INDUSTRY, INC.",,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201
06/16/2017,06/16/2017,06/17/2017,,,"Shree, LLC T/a Red Fish Liquors",,WS,BW,Beer & Wines,4001 Falls Rd,21211
06/16/2017,06/16/2017,06/17/2017,,,"Shree, LLC T/a Red Fish Liquors",,WS,BW,Beer & Wines,4001 Falls Rd,21211
06/19/2017,06/20/2017,06/21/2017,,,"REBUILDING TOGETHER BALTIMORE, INC.",,WS,BW,Beer & Wines,401 E. 30th Street,21218
06/19/2017,06/20/2017,06/21/2017,,,"REBUILDING TOGETHER BALTIMORE, INC.",,WS,BW,Beer & Wines,401 E. 30th Street,21218
06/21/2017,06/24/2017,06/25/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",201 KEY HIGHWAY,21201
06/21/2017,06/28/2017,07/04/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/21/2017,06/28/2017,07/05/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/21/2017,06/23/2017,06/24/2017,,,"CHILDREN'S SCHOLARSHIP FUND OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",711 40th St.,21211
06/21/2017,06/23/2017,06/24/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 Falls Rd,21211
06/21/2017,06/23/2017,06/24/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 Falls Rd,21211
06/21/2017,06/24/2017,06/26/2017,,,Education Based Latino Outreach (EBLD),,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015532,21231
06/22/2017,06/23/2017,06/24/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 York Rd.,21212
06/23/2017,07/02/2017,07/03/2017,,,PROJECT LIBERTY SHIP-BALTIMORE INC.,,WS,BW,Beer & Wines,920 S. Broadway-Broadway Pier,21231
06/23/2017,06/23/2017,06/24/2017,,,"VISIT BALTIMORE, INC.",,WS,BW,Beer & Wines,401 Light Street,21230
06/23/2017,06/23/2017,06/24/2017,,,"VISIT BALTIMORE, INC.",,WS,BW,Beer & Wines,401 Light Street,21230
06/23/2017,06/24/2017,06/25/2017,,,"Root & Culture, Inc.",,WS,BW,Beer & Wines,4229 York Rd.,21212
06/26/2017,07/22/2017,07/23/2017,,,"MEALS ON WHEELS OF CENTRAL MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",1876 Mansion House Drive,21217
06/26/2017,07/22/2017,07/23/2017,,,"MEALS ON WHEELS OF CENTRAL MARYLAND, INC.",,WS,BW,Beer & Wines,1876 Mansion House Drive (Baltimore Zoo),21217
06/28/2017,07/06/2017,07/07/2017,,,"Canton Community Association, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014946,21224
06/28/2017,07/06/2017,07/07/2017,,,"TUT'S, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015493,21201
06/28/2017,06/30/2017,07/01/2017,,,"Baltimore Bike Party, Inc.",,WS,BW,Beer & Wines,400 W. Lexington Street,21201
06/28/2017,06/30/2017,07/01/2017,,,OFFICE OF THE PUBLIC DEFENDER,,LS,BWL,"Beer, Wine, & Liquor",101 N. GAY ST.,21201
06/28/2017,07/01/2017,07/02/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",BROADWAY PIER,21231
06/28/2017,07/21/2017,07/24/2017,,,"BALTIMORE OFFICE OF PROMOTION & THE ARTS, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015407,21202
06/29/2017,07/05/2017,08/05/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
06/29/2017,07/05/2017,08/04/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
06/30/2017,07/14/2017,07/15/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,100 W. FAYETTE AVE,21202
06/30/2017,07/05/2017,07/11/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/30/2017,07/05/2017,07/12/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
06/30/2017,07/08/2017,07/09/2017,,,THE ROYAL THEATER & COMMUNITY HERITAGE CORPORATION (TRTCH),,WS,BW,Beer & Wines,2229 PENNSYLVANIA AVE,21217
06/30/2017,06/30/2017,07/02/2017,,,"Root & Culture, Inc.",,WS,BW,Beer & Wines,4229 YORK RD,21212
07/05/2017,08/12/2017,08/13/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",24-25 W. Preston Street,21201
07/06/2017,07/07/2017,07/08/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
07/07/2017,07/07/2017,07/09/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21212
07/07/2017,07/14/2017,07/15/2017,,,"VISIT BALTIMORE, INC.",,WS,BW,Beer & Wines,401 Light Street,21230
07/07/2017,07/14/2017,07/15/2017,,,"VISIT BALTIMORE, INC.",,WS,BW,Beer & Wines,401 Light Street,21230
07/10/2017,08/19/2017,08/21/2017,,,St Leo's Church ,,LS,BWL,"Beer, Wine, & Liquor",227 S. EXETER STREET,21202
07/10/2017,07/11/2017,07/18/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231
07/10/2017,07/17/2017,07/24/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231
07/10/2017,07/23/2017,07/30/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231
07/11/2017,07/14/2017,07/15/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014271,21202
07/11/2017,07/15/2017,07/16/2017,,,"Pan in the Community, Inc.",,WS,BW,Beer & Wines,3220 THE ALAMEDA,21218
07/12/2017,08/19/2017,08/20/2017,,,KURK LEE FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",Pimlico Race Track,21215
07/13/2017,08/12/2017,08/13/2017,,,"Pan in the Community, Inc.",,WS,BW,Beer & Wines,3220 THE ALAMEDA,21218
07/13/2017,08/12/2017,08/13/2017,,,"Pan in the Community, Inc.",,WS,BW,Beer & Wines,3220 THE ALAMEDA,21218
07/14/2017,07/15/2017,07/16/2017,,,"P.I.T.SPORTS, INC",,LS,BWL,"Beer, Wine, & Liquor",See Permit TMP2017-00111,21230
07/14/2017,07/15/2017,07/17/2017,,,"CARIBBEAN AMERICAN CARNIVAL ASSOCIATION OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017- SE1015761,21218
07/14/2017,07/22/2017,07/23/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/29/2017,07/30/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/28/2017,07/29/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/19/2017,07/20/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/30/2017,07/31/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/27/2017,07/28/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/22/2017,07/23/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/29/2017,07/30/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
