IssueDate,StartDate,EndDate,certificateNumber,fee,NPOName,LocName,LicenseClass,SubClass,Description,AddrStreet,AddrZip
07/14/2017,07/28/2017,07/29/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/19/2017,07/20/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/30/2017,07/31/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/14/2017,07/27/2017,07/28/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
07/18/2017,07/21/2017,07/22/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",4  W. North Ave,21201
07/18/2017,07/21/2017,07/22/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",4  W. North Ave,21201
07/18/2017,08/06/2017,08/07/2017,,,Al Tawhid Community Mission Center,,LS,BWL,"Beer, Wine, & Liquor",3602 ROGERS AVENUE,21215
07/18/2017,08/27/2017,08/28/2017,,,Al Tawhid Community Mission Center,,LS,BWL,"Beer, Wine, & Liquor",3602 ROGERS AVENUE,21215
07/18/2017,08/06/2017,08/07/2017,,,Al Tawhid Community Mission Center,,LS,BWL,"Beer, Wine, & Liquor",3602 ROGERS AVENUE,21215
07/18/2017,08/27/2017,08/28/2017,,,Al Tawhid Community Mission Center,,LS,BWL,"Beer, Wine, & Liquor",3602 ROGERS AVENUE,21215
07/19/2017,09/14/2017,09/15/2017,,,The Cystic Fibrosis Foundation,,LS,BWL,"Beer, Wine, & Liquor",200  International Dr.,21202
07/19/2017,07/21/2017,07/22/2017,,,"BALTIMORE OUTREACH SERVICES, INC.",,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201
07/19/2017,07/21/2017,07/22/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 Falls Rd,21211
07/19/2017,07/21/2017,07/22/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 Falls Rd,21211
07/20/2017,08/10/2017,08/11/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
07/20/2017,08/26/2017,08/27/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
07/20/2017,09/17/2017,09/18/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
07/21/2017,07/21/2017,07/23/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 YORK RD,21212
07/21/2017,07/21/2017,07/23/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
07/24/2017,08/18/2017,08/19/2017,,,Kirk Lee Foundation,,LS,BWL,"Beer, Wine, & Liquor",2900 LIBERTY HEIGHTS AVE,21215
07/24/2017,07/29/2017,07/30/2017,,,"Hamilton-Lauraville Main Street, Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1015343,21214
07/25/2017,08/05/2017,08/18/2017,,,"Maryland Scottish Rite Charitable Foundation, Inc.",,WS,BW,Beer & Wines,3800 N. CHARLES ST.,21218
07/25/2017,08/05/2017,08/06/2017,,,"Maryland Scottish Rite Charitable Foundation, Inc.",,WS,BW,Beer & Wines,3800 N. CHARLES ST.,21218
07/25/2017,07/28/2017,07/29/2017,,,"Station North Arts & Entertainment, Inc.",,WS,BW,Beer & Wines,4 W. North Avenue (Ynot Lot),21201
07/25/2017,07/28/2017,07/29/2017,,,"Station North Arts & Entertainment, Inc.",,WS,BW,Beer & Wines,4 W. North Avenue (Ynot Lot),21201
07/26/2017,07/28/2017,07/29/2017,,,"Baltimore Bike Party, Inc.",,WS,BW,Beer & Wines,400 Blk S. Conkling Street,21224
07/26/2017,07/28/2017,07/29/2017,,,"Baltimore Bike Party, Inc.",,WS,BW,Beer & Wines,400 Blk S. Conkling Street,21224
07/27/2017,07/30/2017,08/05/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St,21231
07/27/2017,07/30/2017,08/06/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St,21231
07/27/2017,08/11/2017,08/12/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St,21231
07/27/2017,08/04/2017,08/05/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
07/27/2017,08/05/2017,08/12/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St,21231
07/27/2017,07/28/2017,07/29/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
07/28/2017,07/29/2017,07/30/2017,,,"Root & Culture, Inc.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
07/31/2017,08/05/2017,08/06/2017,,,ST. FRANCIS NEIGHBORHOOD CENTER CORPORATION,,LS,BWL,"Beer, Wine, & Liquor",2423 LINDEN AVENUE,21217
07/31/2017,08/05/2017,08/06/2017,,,ST. FRANCIS NEIGHBORHOOD CENTER CORPORATION,,LS,BWL,"Beer, Wine, & Liquor",2423 LINDEN AVENUE,21217
08/01/2017,08/13/2017,08/14/2017,,,ST. FRANCIS OF ASSISI CHURCH,,WS,BW,Beer & Wines,3615 Harford Rd,21218
08/01/2017,08/13/2017,08/14/2017,,,ST. FRANCIS OF ASSISI CHURCH,,WS,BW,Beer & Wines,3615 Harford Rd,21218
08/01/2017,08/03/2017,08/04/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/07/2017,08/08/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/10/2017,08/11/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/11/2017,08/12/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/13/2017,08/14/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/03/2017,08/04/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/07/2017,08/08/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/10/2017,08/11/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/11/2017,08/12/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/13/2017,08/14/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/15/2017,08/16/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/19/2017,08/20/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/22/2017,08/23/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/26/2017,08/27/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/30/2017,08/31/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/04/2017,08/05/2017,,,TRANSITIONAL CARE INCORPORATED,,LS,BWL,"Beer, Wine, & Liquor",3425 Sinclair Lane,21205
08/01/2017,08/04/2017,09/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
08/01/2017,08/15/2017,08/16/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/19/2017,08/20/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/22/2017,08/23/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/26/2017,08/27/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/30/2017,08/31/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
08/01/2017,08/04/2017,08/05/2017,,,TRANSITIONAL CARE INCORPORATED,,LS,BWL,"Beer, Wine, & Liquor",3425 Sinclair Lane,21205
08/01/2017,08/04/2017,09/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
08/02/2017,08/06/2017,08/07/2017,,," PROJECT MILLIONS MORE MOVEMENT BALTIMORE, INCORPORATED",,LS,BWL,"Beer, Wine, & Liquor",1415 KEY HIGHWAY,21230
08/02/2017,08/05/2017,08/06/2017,,,THE ROYAL THEATER & COMMUNITY HERITAGE CORPORATION (TRTCH),,WS,BW,Beer & Wines,2229 PENNSYLVANIA AVE,21217
08/03/2017,08/03/2017,08/04/2017,,,"Canton Community Association, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014946,21224
08/03/2017,08/03/2017,08/04/2017,,,"Canton Community Association, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014946,21224
08/03/2017,08/03/2017,08/04/2017,,,"THE DOWNTOWN PARTNERSHIP OF BALTIMORE FOUNDATION, INC.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1102277,21202
08/03/2017,08/03/2017,08/04/2017,,,"THE DOWNTOWN PARTNERSHIP OF BALTIMORE FOUNDATION, INC.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1102277,21202
08/03/2017,08/05/2017,08/06/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421 N. Howard Street,21201
08/03/2017,08/05/2017,08/06/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421 N. Howard Street,21201
08/03/2017,08/12/2017,08/14/2017,,,BELIEVE IN MUSIC,,LS,BWL,"Beer, Wine, & Liquor",5201 PARK HEIGHTS AVENUE,21215
08/04/2017,08/05/2017,08/06/2017,,,ST. NICHOLAS GREEK ORTHODOX CHURCH,,WS,BW,Beer & Wines,701 S PONCA STREET,21224
08/04/2017,08/05/2017,08/06/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 YORK ROAD,21215
08/04/2017,08/05/2017,08/06/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
08/04/2017,08/05/2017,08/06/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 YORK ROAD,21215
08/04/2017,08/05/2017,08/06/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
08/08/2017,08/12/2017,08/19/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St,21231
08/08/2017,08/11/2017,08/12/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,120 FAYETTE ST,21201
08/08/2017,08/11/2017,08/12/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,120 FAYETTE ST,21201
08/09/2017,08/12/2017,08/13/2017,,,"CHILDREN'S SCHOLARSHIP FUND OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit  ROW2017-SE1016121,21217
08/09/2017,08/10/2017,08/11/2017,,,"TUT'S, INC.",,LS,BWL,"Beer, Wine, & Liquor",31 HOPKINS PLAZA,21201
08/10/2017,08/26/2017,08/27/2017,,,SAINT MICHAEL'S UKRAINIAN CATHOLIC CHURCH,,LS,BWL,"Beer, Wine, & Liquor",1506 Church St,21225
08/10/2017,08/18/2017,08/19/2017,,,BLACK VEGETARIAN SOCIETY OF MD,,LS,BWL,"Beer, Wine, & Liquor",840 N. EUTAW STREET,21201
08/10/2017,08/11/2017,08/12/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 YORK RD,21212
08/10/2017,08/11/2017,08/12/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
08/10/2017,08/25/2017,08/26/2017,,,BLACK VEGETARIAN SOCIETY OF MD,,LS,BWL,"Beer, Wine, & Liquor",840 N. EUTAW STREET,21201
08/10/2017,08/12/2017,08/13/2017,,,"NEW VISION YOUTH SERVICES, INC. ",,LS,BWL,"Beer, Wine, & Liquor",7310 Park Heights Ave,21209
08/11/2017,08/18/2017,08/25/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St.,21231
08/11/2017,08/18/2017,08/25/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 Wills St.,21231
08/11/2017,08/11/2017,08/12/2017,,,"VISIT BALTIMORE, INC.",,WS,BW,Beer & Wines,401 Light Street,21230
08/11/2017,08/11/2017,08/12/2017,,,"VISIT BALTIMORE, INC.",,WS,BW,Beer & Wines,401 Light Street,21230
08/14/2017,08/20/2017,08/21/2017,,,"ST. MATTHEW'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",,WS,BW,Beer & Wines,5403 Loch Raven,21239
08/14/2017,08/20/2017,08/21/2017,,,"ST. MATTHEW'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",,WS,BW,Beer & Wines,5403 Loch Raven,21239
08/15/2017,09/02/2017,09/03/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015470,21231
08/16/2017,08/26/2017,08/27/2017,,,ACTIVE SOCIAL COMMUNITIES INC / BMORE KIDS,,LS,BWL,"Beer, Wine, & Liquor",1101 E. FORT AVENUE,21230
08/16/2017,08/26/2017,08/27/2017,,,ACTIVE SOCIAL COMMUNITIES INC / BMORE KIDS,,LS,BWL,"Beer, Wine, & Liquor",1101 E. FORT AVENUE,21230
08/17/2017,08/20/2017,08/21/2017,,,"Root & Culture, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016160,21228
08/17/2017,08/20/2017,08/21/2017,,,"Root & Culture, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016160,21228
08/18/2017,08/25/2017,08/26/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
08/18/2017,08/27/2017,08/28/2017,,,"BALTIMORE KICKERS, INC.",,WS,BW,Beer & Wines,4810  Gunther Ave,21206
08/18/2017,08/25/2017,08/26/2017,,,"Baltimore Bike Party, Inc.",,WS,BW,Beer & Wines,See Permit TMP2017-00142,21230
08/18/2017,08/19/2017,08/20/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201
08/18/2017,08/27/2017,08/28/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",4 W. North Avenue,21201
08/18/2017,09/01/2017,09/02/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201
08/18/2017,09/08/2017,09/09/2017,,,Transmodern Age Inc,,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201
08/18/2017,08/18/2017,08/20/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
08/18/2017,08/19/2017,08/20/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201
08/18/2017,08/27/2017,08/28/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",4 W. North Avenue,21201
08/18/2017,09/01/2017,09/02/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201
08/18/2017,09/08/2017,09/09/2017,,,Transmodern Age Inc,,LS,BWL,"Beer, Wine, & Liquor",421   N. Howard St,21201
08/18/2017,08/18/2017,08/20/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
08/21/2017,08/27/2017,08/28/2017,,,"SAINT ELIZABETH'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016183,21224
08/22/2017,08/26/2017,08/27/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016267,21230
08/23/2017,08/26/2017,08/27/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 WEST OSTEND STREET,21230
08/23/2017,08/26/2017,08/27/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 WEST OSTEND STREET,21230
08/23/2017,08/25/2017,08/26/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211
08/24/2017,08/25/2017,08/31/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231
08/24/2017,08/25/2017,09/01/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231
08/24/2017,09/01/2017,09/08/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1000 WILLS STREET,21231
08/24/2017,08/25/2017,08/27/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 York Rd.,21212
08/25/2017,09/15/2017,09/17/2017,,,Norte Dame of Maryland University,,WS,BW,Beer & Wines,4701 N. CHARLES ST.,21210
08/28/2017,09/17/2017,09/18/2017,,,"Pigtown Main Street, Inc.",,WS,BW,Beer & Wines,700-900 Washington Blvd,21202
08/29/2017,08/31/2017,09/01/2017,,,"TUT'S, INC.",,LS,BWL,"Beer, Wine, & Liquor",31 HOPKINS PLAZA,21201
08/29/2017,09/16/2017,09/17/2017,,,THE CATHEDRAL OF MARY OUR QUEEN ROMAN CATHOLIC ,,WS,BW,Beer & Wines,5200  N. Charles St,21210
08/29/2017,08/31/2017,09/01/2017,,,"TUT'S, INC.",,LS,BWL,"Beer, Wine, & Liquor",31 HOPKINS PLAZA,21201
08/29/2017,09/04/2017,09/05/2017,,,"Fusion Partnerships, Inc.",,LS,BWL,"Beer, Wine, & Liquor",4 WEST NORTH AVENUE,21202
08/30/2017,09/09/2017,09/11/2017,,,SAINT MICHAEL'S UKRAINIAN CATHOLIC CHURCH,,LS,BWL,"Beer, Wine, & Liquor",2401 EASTERN AVENUE,21224
08/30/2017,09/02/2017,09/03/2017,,,THE ROYAL THEATER & COMMUNITY HERITAGE CORPORATION (TRTCH),,WS,BW,Beer & Wines,2229 PENNSYLVANIA AVE,21217
08/30/2017,09/01/2017,09/02/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
08/30/2017,09/01/2017,09/02/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
08/31/2017,09/08/2017,09/11/2017,,,COLUMBUS CELEBRATIONS INC.,,LS,BWL,"Beer, Wine, & Liquor",S. HIGH ST FROM EASTERN AVE TO E. PRATT,21202
08/31/2017,09/03/2017,10/04/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
08/31/2017,09/03/2017,10/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
09/01/2017,09/07/2017,09/08/2017,,,"Canton Community Association, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014946,21224
09/01/2017,09/03/2017,09/04/2017,,,"Root & Culture, Inc.",,WS,BW,Beer & Wines,4229 YORK RD,21212
09/05/2017,09/09/2017,09/10/2017,,,LOCUST POINT CIVIC ASSOCIATION,,LS,BWL,"Beer, Wine, & Liquor",SEE PERMIT ROW2017-SE1015903,21230
09/05/2017,09/08/2017,09/09/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,100 N Charles Street,21201
09/05/2017,09/16/2017,09/17/2017,,,"FRIENDS OF PATTERSON PARK, INC.",,LS,BWL,"Beer, Wine, & Liquor",CANTON WATERFRONT  PARK,21224
09/05/2017,09/16/2017,09/17/2017,,,"FRIENDS OF PATTERSON PARK, INC.",,LS,BWL,"Beer, Wine, & Liquor",CANTON WATERFRONT  PARK,21224
09/06/2017,09/17/2017,09/18/2017,,,"SHOW YOUR SOFT SIDE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 BLOCK OF RUSSELL STREET,21202
09/06/2017,09/17/2017,09/18/2017,,,"SHOW YOUR SOFT SIDE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 BLOCK OF RUSSELL STREET,21202
09/06/2017,09/22/2017,09/25/2017,,,BALTIMORE OFFICE OF PROMOTIONS & THE ARTS,,LS,BWL,"Beer, Wine, & Liquor",ROW2017-SE1014185,21202
09/06/2017,09/22/2017,09/25/2017,,,BALTIMORE OFFICE OF PROMOTIONS & THE ARTS,,WS,BW,Beer & Wines,INNER HARBOR ROW2017-SE1014185,21202
09/06/2017,10/04/2017,10/05/2017,,,"World Trade Center Institute, Inc.",,LS,BWL,"Beer, Wine, & Liquor",401 E. PRATT STREET,21202
09/06/2017,09/16/2017,09/17/2017,,,TRANSITIONAL CARE INCORPORATED,,LS,BWL,"Beer, Wine, & Liquor",3425 Sinclair Lane,21205
09/07/2017,09/13/2017,09/14/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/07/2017,09/23/2017,09/24/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/07/2017,09/09/2017,09/10/2017,,,"The Hampden Community Council, Inc.",,WS,BW,Beer & Wines,CHESTNUT AVENUE & W. 36TH STREET,21211
09/07/2017,09/12/2017,09/13/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/07/2017,09/16/2017,09/17/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/07/2017,09/30/2017,10/01/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/07/2017,09/19/2017,09/20/2017,,,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",,WS,BW,Beer & Wines,See Permit 2017-111,21210
09/07/2017,09/09/2017,09/10/2017,,,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",,WS,BW,Beer & Wines,See Permit 2017-111,21210
09/07/2017,09/09/2017,09/10/2017,,,OPEN WORKS,,LS,BWL,"Beer, Wine, & Liquor",2423 LINDEN AVENUE,21217
09/08/2017,09/10/2017,09/11/2017,,,FRIENDS OF RAWLINGS/RECREATION & PARKS,,WS,BW,Beer & Wines,SEE PERMIT 2017-113,21217
09/08/2017,09/09/2017,09/10/2017,,,Morgan State University-Events Office,,LS,BWL,"Beer, Wine, & Liquor",1700 E Coldspring Lane,21251
09/11/2017,09/16/2017,09/17/2017,,,"TRUE OYSTER RESTORATION INITIATIVE, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016715,21201
09/11/2017,09/16/2017,09/17/2017,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
09/12/2017,09/22/2017,09/23/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
09/12/2017,09/29/2017,09/30/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
09/12/2017,09/15/2017,09/16/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
09/12/2017,09/14/2017,09/15/2017,,,"MARYLAND ART PLACE, INC.",,LS,BWL,"Beer, Wine, & Liquor",218 W. Saratoga St,21201
09/12/2017,09/23/2017,09/24/2017,,,St. Bernardine's Roman Catholic Church,,WS,BW,Beer & Wines,614 Mt. Holly St,21229
09/12/2017,09/15/2017,09/18/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",400 E. Lexington Street,21044
